stdio    D C:\LIBS5303Build\allegro5\src\file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\Kirk\Documents\GitHub\BreakoutLevelEditor\bin\Debug\allegro5.cfg r
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26317] added dtor for bitmap 0BCAEA08, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26319] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.26453] removed dtor for bitmap 0BCAEA08
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.26473] converting display bitmap 02EFBDC0 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26476] added dtor for bitmap 0BCADF48, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26477] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26478] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.26754] removed dtor for bitmap 0BCADF48
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.26812] converting display bitmap 02EFA968 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26815] added dtor for bitmap 0BCAEF68, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26817] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26817] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.26854] removed dtor for bitmap 0BCAEF68
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.26858] converting display bitmap 02EFA010 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26860] added dtor for bitmap 0BCAEA08, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26862] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.26892] removed dtor for bitmap 0BCAEA08
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.26896] converting display bitmap 02EF65D8 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26898] added dtor for bitmap 0BCADF48, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26899] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26900] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.26937] removed dtor for bitmap 0BCADF48
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.26940] converting display bitmap 02EF51C0 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26941] added dtor for bitmap 0BCAEA08, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26942] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26943] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.26977] removed dtor for bitmap 0BCAEA08
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.26981] converting display bitmap 02EF2A68 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.26983] added dtor for bitmap 0BCAEA08, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.26984] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.26984] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27015] removed dtor for bitmap 0BCAEA08
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.27018] converting display bitmap 02EF1650 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.27019] added dtor for bitmap 0BCADF48, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27020] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27021] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27052] removed dtor for bitmap 0BCADF48
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.27055] converting display bitmap 02EF01B8 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.27056] added dtor for bitmap 0BCADF48, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27057] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27058] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27091] removed dtor for bitmap 0BCADF48
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.27094] converting display bitmap 02EEEDA0 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.27096] added dtor for bitmap 0BCAE350, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27097] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27098] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27127] removed dtor for bitmap 0BCAE350
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.27130] converting display bitmap 02EEEBD0 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.27132] added dtor for bitmap 0BCADF48, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27133] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27134] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27163] removed dtor for bitmap 0BCADF48
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.27166] converting display bitmap 02EED3D0 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.27168] added dtor for bitmap 0BCAF8D0, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27169] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27170] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27203] removed dtor for bitmap 0BCAF8D0
bitmap   D C:\LIBS5303Build\allegro5\src\bitmap_type.c:308  _al_convert_to_memory_bitmap     [   1.27207] converting display bitmap 02EED598 to memory bitmap
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:196  _al_register_destructor          [   1.27209] added dtor for bitmap 0BCAEA08, func 00403B8B
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27210] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.27239] removed dtor for bitmap 0BCAEA08
d3d      D C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:885  d3d_destroy_display_internals    [   1.27243] waiting for display 02EE2200's thread to end
d3d      W C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:595  d3d_destroy_device               [   1.27896] d3d_destroy_device: ref count not 0
d3d      W C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:595  d3d_destroy_device               [   1.27900] d3d_destroy_device: ref count not 0
d3d      I C:\LIBS5303Build\allegro5\src\win\d3d_disp.cpp:1549 d3d_display_thread_proc          [   1.28398] d3d display thread exits
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28525] removed dtor for queue 015BEE78
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:116  _al_run_destructors              [   1.28529] calling dtor for font 0BC71798, func 004B0EE1
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28530] removed dtor for font 0BC71798
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28532] removed dtor for sub_bitmap 0BC720B8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28533] removed dtor for sub_bitmap 0BC72B78
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28533] removed dtor for sub_bitmap 0BC743A8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28534] removed dtor for sub_bitmap 0BC71B58
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28535] removed dtor for sub_bitmap 0BC71CB0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28536] removed dtor for sub_bitmap 0BC72210
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28537] removed dtor for sub_bitmap 0BC73790
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28537] removed dtor for sub_bitmap 0BC71E08
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28538] removed dtor for sub_bitmap 0BC72368
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28539] removed dtor for sub_bitmap 0BC72E28
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28540] removed dtor for sub_bitmap 0BC730D8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28541] removed dtor for sub_bitmap 0BC71F60
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28542] removed dtor for sub_bitmap 0BC918D8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28543] removed dtor for sub_bitmap 0BC91E38
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28544] removed dtor for sub_bitmap 0BC908B8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28545] removed dtor for sub_bitmap 0BC90358
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28546] removed dtor for sub_bitmap 0BC914D0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28547] removed dtor for sub_bitmap 0BC90608
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28547] removed dtor for sub_bitmap 0BC91CE0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28548] removed dtor for sub_bitmap 0BC90A10
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28549] removed dtor for sub_bitmap 0BC92398
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28550] removed dtor for sub_bitmap 0BC904B0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28551] removed dtor for sub_bitmap 0BC90F70
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28551] removed dtor for sub_bitmap 0BC91F90
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28552] removed dtor for sub_bitmap 0BC91A30
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28553] removed dtor for sub_bitmap 0BC91780
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28554] removed dtor for sub_bitmap 0BC920E8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28555] removed dtor for sub_bitmap 0BC924F0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28556] removed dtor for sub_bitmap 0BC92648
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28556] removed dtor for sub_bitmap 0BC910C8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28557] removed dtor for sub_bitmap 0BC91B88
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28558] removed dtor for sub_bitmap 0BC8FF50
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28559] removed dtor for sub_bitmap 0BC900A8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28560] removed dtor for sub_bitmap 0BC92240
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28561] removed dtor for sub_bitmap 0BC927A0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28562] removed dtor for sub_bitmap 0BC928F8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28563] removed dtor for sub_bitmap 0BC90760
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28564] removed dtor for sub_bitmap 0BC90200
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28565] removed dtor for sub_bitmap 0BC90B68
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28566] removed dtor for sub_bitmap 0BC90CC0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28567] removed dtor for sub_bitmap 0BC90E18
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28567] removed dtor for sub_bitmap 0BC91220
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28568] removed dtor for sub_bitmap 0BC91378
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28568] removed dtor for sub_bitmap 0BC91628
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28569] removed dtor for sub_bitmap 0BC93108
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28570] removed dtor for sub_bitmap 0BC93918
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28571] removed dtor for sub_bitmap 0BC93668
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28572] removed dtor for sub_bitmap 0BC92D00
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28573] removed dtor for sub_bitmap 0BC93260
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28575] removed dtor for sub_bitmap 0BC93BC8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28576] removed dtor for sub_bitmap 0BC933B8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28577] removed dtor for sub_bitmap 0BC93510
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28577] removed dtor for sub_bitmap 0BC937C0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28578] removed dtor for sub_bitmap 0BC93A70
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28579] removed dtor for sub_bitmap 0BC93D20
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28579] removed dtor for sub_bitmap 0BC92A50
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28580] removed dtor for sub_bitmap 0BC92BA8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28580] removed dtor for sub_bitmap 0BC92E58
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28581] removed dtor for sub_bitmap 0BC92FB0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28582] removed dtor for sub_bitmap 0BC95628
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28583] removed dtor for sub_bitmap 0BC95CE0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28584] removed dtor for sub_bitmap 0BC95780
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28585] removed dtor for sub_bitmap 0BC94B68
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28586] removed dtor for sub_bitmap 0BC948B8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28587] removed dtor for sub_bitmap 0BC95E38
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28588] removed dtor for sub_bitmap 0BC95F90
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28589] removed dtor for sub_bitmap 0BC960E8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28590] removed dtor for sub_bitmap 0BC964F0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28591] removed dtor for sub_bitmap 0BC967A0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28592] removed dtor for sub_bitmap 0BC958D8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28593] removed dtor for sub_bitmap 0BC968F8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28594] removed dtor for sub_bitmap 0BC96648
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28595] removed dtor for sub_bitmap 0BC96BA8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28595] removed dtor for sub_bitmap 0BC95B88
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28596] removed dtor for sub_bitmap 0BC95A30
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28597] removed dtor for sub_bitmap 0BC96D00
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28597] removed dtor for sub_bitmap 0BC94CC0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28598] removed dtor for sub_bitmap 0BC96240
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28598] removed dtor for sub_bitmap 0BC97108
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28599] removed dtor for sub_bitmap 0BC96FB0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28600] removed dtor for sub_bitmap 0BC96398
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28600] removed dtor for sub_bitmap 0BC96A50
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28601] removed dtor for sub_bitmap 0BC96E58
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28602] removed dtor for sub_bitmap 0BC94760
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28602] removed dtor for sub_bitmap 0BC94A10
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28603] removed dtor for sub_bitmap 0BC954D0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28603] removed dtor for sub_bitmap 0BC94E18
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28604] removed dtor for sub_bitmap 0BC94F70
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28604] removed dtor for sub_bitmap 0BC950C8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28605] removed dtor for sub_bitmap 0BC95220
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28606] removed dtor for sub_bitmap 0BC95378
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28606] removed dtor for sub_bitmap 0BC98280
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28607] removed dtor for sub_bitmap 0BC97918
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28607] removed dtor for sub_bitmap 0BC973B8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28608] removed dtor for sub_bitmap 0BC97E78
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28609] removed dtor for sub_bitmap 0BC97260
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28609] removed dtor for sub_bitmap 0BC97668
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28610] removed dtor for sub_bitmap 0BC97BC8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28611] removed dtor for sub_bitmap 0BC983D8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28611] removed dtor for sub_bitmap 0BC98128
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28612] removed dtor for sub_bitmap 0BC97FD0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28612] removed dtor for sub_bitmap 0BC98530
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28613] removed dtor for sub_bitmap 0BC97510
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28614] removed dtor for sub_bitmap 0BC977C0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28614] removed dtor for sub_bitmap 0BC97A70
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28615] removed dtor for sub_bitmap 0BC97D20
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28616] removed dtor for sub_bitmap 0BC9A518
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28616] removed dtor for sub_bitmap 0BC9A268
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28617] removed dtor for sub_bitmap 0BC9BBF0
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28617] removed dtor for sub_bitmap 0BC9A110
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28618] removed dtor for sub_bitmap 0BC9A920
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28619] removed dtor for sub_bitmap 0BC9A670
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28620] removed dtor for sub_bitmap 0BC99900
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28620] removed dtor for sub_bitmap 0BC9AD28
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28621] removed dtor for sub_bitmap 0BC9B7E8
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28622] removed dtor for sub_bitmap 0BC9B130
dtor     D C:\LIBS5303Build\allegro5\src\dtor.c:227  _al_unregister_destructor        [   1.28622] removed dtor for sub_bitmap 0BC9C2A8
